Phrase,Frequency
metropolitan,29
housing,19
environmental,14
food,14
diversity,13
income,13
poverty,13
suburban,12
bike,11
commercial,9
markets,8
civic,7
neighborhood,7
opportunities,7
segregation,7
specific,7
deserts,6
migrant,6
migration,6
out,6
share,6
source,6
sustainable,6
associated,5
compact,5
context,5
dimension,5
garment,5
governance,5
interventions,5
neighbourhoods,5
other,5
particularly,5
pollution,5
suburbs,5
